Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
11584,Effort run place place wide sound star.,2025-03-22,2025-03-28,1.16,Feature,Low,Admin,U05
11585,Law wife financial kid happy.,2025-03-23,2025-03-28,8.45,Bug,High,Admin,U01
11586,Car hundred pass per industry tell country.,2025-04-24,2025-04-27,8.6,Improvement,Low,Research,U08
11587,After party doctor top.,2025-06-03,2025-06-05,4.32,Feature,Medium,Support,U07
11588,Between fine bag.,2025-06-11,2025-06-16,2.73,Feature,Low,Research,U07
11589,Toward program last spring stuff teach.,2025-01-13,2025-01-23,7.05,Improvement,Medium,Research,U06
11590,Foreign organization sort fish hotel top he herself.,2025-06-11,2025-06-21,7.33,Improvement,High,Admin,U05
11591,Development opportunity rock put draw available.,2025-03-25,2025-03-26,7.32,Improvement,Medium,Research,U10
11592,Apply traditional ok mind do sometimes.,2025-02-03,2025-02-12,5.92,Bug,Low,Support,U07
11593,Quality capital collection sit risk side respond.,2025-06-18,2025-06-22,5.04,Feature,Low,Admin,U07
11594,Send give imagine sure professor they degree.,2025-04-16,2025-04-20,4.03,Bug,Low,Research,U08
11595,Garden us serious benefit challenge.,2025-04-11,2025-04-18,7.15,Feature,Low,Support,U01
11596,Any hundred particularly.,2025-04-18,2025-04-25,2.38,Improvement,Medium,Research,U09
11597,Lose list but social green such himself.,2025-02-02,2025-02-08,1.87,Improvement,Medium,Technical,U02
11598,Husband analysis student policy enough maintain cultural.,2025-04-25,2025-05-02,9.01,Improvement,Medium,Admin,U06
11599,Throw again color human investment meeting school.,2025-01-13,2025-01-14,3.42,Improvement,Low,Technical,U05
11600,Spend gun really across not ago respond detail.,2025-02-02,2025-02-05,1.41,Bug,High,Technical,U03
11601,Sister house special image nearly car interest.,2025-02-17,2025-02-25,7.04,Improvement,Low,Technical,U10
11602,Better use live me soldier size administration.,2025-02-27,2025-03-08,5.47,Improvement,High,Admin,U10
11603,Sign establish ground player sort.,2025-03-19,2025-03-28,1.72,Feature,High,Research,U04
11604,Check mother memory option meet and each animal.,2025-01-06,2025-01-09,3.62,Bug,High,Technical,U02
11605,Race dog parent.,2025-04-06,2025-04-15,4.57,Feature,Low,Technical,U03
11606,Figure study amount human too.,2025-04-14,2025-04-16,3.0,Improvement,Medium,Research,U05
11607,Investment hot data page time reduce.,2025-05-14,2025-05-23,4.68,Feature,Medium,Technical,U06
11608,Four believe time indeed lead mission large.,2025-04-08,2025-04-17,9.44,Bug,Low,Admin,U01
11609,City base any five attack analysis different.,2025-03-14,2025-03-19,6.97,Feature,High,Research,U07
11610,Red throw responsibility any hard possible good doctor.,2025-02-21,2025-02-23,8.07,Improvement,Low,Research,U06
11611,Tv star more rock.,2025-03-25,2025-03-31,4.49,Improvement,Medium,Support,U09
11612,Agreement some believe final performance per.,2025-03-13,2025-03-15,2.04,Improvement,Low,Support,U04
11613,Either expect town best.,2025-04-27,2025-04-30,9.78,Bug,High,Support,U02
11614,Data place talk.,2025-05-15,2025-05-22,6.08,Improvement,Medium,Technical,U06
11615,Bad matter nature.,2025-05-29,2025-06-06,1.22,Bug,Low,Technical,U04
11616,Action now think door above listen fire.,2025-03-02,2025-03-04,7.26,Feature,Medium,Technical,U07
11617,Many every my contain force light might.,2025-05-19,2025-05-27,7.99,Improvement,Medium,Support,U05
11618,Thought when husband.,2025-03-25,2025-04-01,6.63,Improvement,Medium,Research,U01
11619,Draw court language fish four sign.,2025-01-07,2025-01-15,7.94,Bug,Low,Research,U08
11620,Young black glass.,2025-06-06,2025-06-11,1.25,Improvement,High,Admin,U07
11621,By reach see network institution major culture.,2025-04-17,2025-04-23,5.54,Feature,Medium,Admin,U10
11622,They worry later city edge.,2025-01-01,2025-01-10,7.59,Improvement,Medium,Admin,U07
11623,Political early threat give over.,2025-04-29,2025-05-05,5.25,Improvement,High,Research,U09
11624,President hot describe traditional these new carry.,2025-05-06,2025-05-07,5.06,Improvement,High,Support,U08
11625,Yet human fish go note.,2025-03-12,2025-03-15,6.14,Bug,Medium,Research,U07
11626,Course that similar area.,2025-06-08,2025-06-17,9.26,Improvement,High,Technical,U07
11627,Surface the summer music would imagine help.,2025-06-08,2025-06-15,7.99,Feature,Low,Research,U04
11628,Green hour record.,2025-05-10,2025-05-14,9.63,Bug,High,Technical,U04
11629,Specific gun television.,2025-06-12,2025-06-18,6.69,Improvement,Low,Technical,U01
11630,Final deep hard rich life star large east.,2025-02-13,2025-02-22,1.31,Bug,Medium,Technical,U09
11631,Write attention short assume worker window claim third.,2025-05-08,2025-05-18,4.2,Bug,High,Support,U06
11632,Find right main pass choose stuff strategy.,2025-01-23,2025-01-26,5.6,Improvement,Low,Admin,U10
11633,Across area hard.,2025-01-26,2025-01-27,8.32,Bug,Low,Technical,U10
11634,Among vote budget be until goal baby.,2025-05-27,2025-05-31,3.06,Feature,High,Technical,U10
11635,Claim imagine shoulder nature.,2025-01-25,2025-02-03,1.65,Feature,Low,Technical,U07
11636,Each during leave either seek health charge million.,2025-01-09,2025-01-12,8.92,Improvement,High,Research,U10
11637,Name produce organization action.,2025-01-06,2025-01-15,3.24,Improvement,Low,Support,U01
11638,Writer actually military news game hair fund stock.,2025-04-10,2025-04-13,9.54,Improvement,Low,Support,U04
11639,Kitchen Republican reality with.,2025-01-27,2025-02-03,5.18,Bug,Low,Technical,U09
11640,Reason tough son air civil wrong.,2025-01-03,2025-01-07,9.54,Feature,Medium,Admin,U10
11641,Impact official send direction we draw.,2025-05-03,2025-05-04,4.0,Feature,High,Research,U05
11642,Relate admit certainly perform pretty imagine.,2025-01-17,2025-01-19,2.2,Bug,Low,Support,U03
11643,Summer open win up himself safe.,2025-03-31,2025-04-03,2.52,Improvement,Medium,Research,U10
11644,Ever religious eat value difficult himself must.,2025-05-25,2025-06-01,6.05,Feature,High,Admin,U04
11645,Nearly back fine imagine sell dinner serious.,2025-05-17,2025-05-25,5.93,Feature,Low,Support,U04
11646,Business whose people hear new president.,2025-03-17,2025-03-20,1.94,Bug,Medium,Technical,U09
11647,Near certain her investment watch present people.,2025-01-19,2025-01-22,7.47,Feature,High,Support,U06
11648,Soldier police question again force.,2025-06-09,2025-06-19,9.12,Improvement,High,Research,U02
11649,Necessary claim beyond myself between.,2025-01-20,2025-01-30,3.55,Improvement,Medium,Support,U09
11650,Cover wait about consumer unit suddenly rule.,2025-04-20,2025-04-25,8.09,Feature,High,Technical,U10
11651,Develop might oil discuss.,2025-01-30,2025-02-08,8.03,Feature,Low,Admin,U06
11652,Fish lead page meet hour.,2025-04-20,2025-04-24,9.75,Bug,Low,Support,U04
11653,Several pass try.,2025-01-21,2025-01-22,1.82,Bug,High,Admin,U03
11654,One employee know minute dream dark.,2025-04-26,2025-04-29,2.52,Bug,Low,Admin,U09
11655,Possible sometimes send adult.,2025-04-12,2025-04-21,3.14,Improvement,Low,Research,U04
11656,Mean leader usually father south.,2025-04-26,2025-05-04,3.6,Bug,Medium,Support,U01
11657,If interesting choice decade relationship.,2025-05-30,2025-06-09,3.08,Improvement,Low,Technical,U03
11658,These tough pattern stuff difficult back control let.,2025-05-17,2025-05-25,6.62,Bug,Medium,Research,U09
11659,Because move Republican financial could.,2025-05-30,2025-06-04,4.67,Feature,Low,Research,U10
11660,Build interest wait realize let tell what.,2025-04-01,2025-04-03,5.95,Improvement,Medium,Research,U10
11661,Future amount tree important right down what.,2025-02-06,2025-02-15,9.87,Feature,High,Admin,U05
11662,Position state break skill then total.,2025-01-26,2025-01-28,8.92,Bug,Low,Admin,U01
11663,Model audience across now government dinner word could.,2025-01-21,2025-01-26,4.34,Improvement,Medium,Support,U07
11664,Hospital enjoy probably without long no thought.,2025-06-16,2025-06-17,4.17,Improvement,Medium,Support,U09
11665,Agent activity style.,2025-03-04,2025-03-13,1.56,Improvement,High,Research,U04
11666,Even along during throughout hour garden reason manage.,2025-01-18,2025-01-20,4.4,Improvement,Medium,Admin,U08
11667,Argue summer hundred meeting onto term pattern.,2025-04-06,2025-04-10,1.9,Improvement,High,Research,U05
11668,Street me need wife American community behavior.,2025-01-06,2025-01-09,4.33,Improvement,Low,Admin,U09
11669,Best organization administration class interest.,2025-03-30,2025-04-05,8.17,Feature,Low,Admin,U09
11670,Ground reflect political key serious size.,2025-05-26,2025-05-27,4.37,Bug,High,Technical,U08
11671,Option our break high he true probably.,2025-02-03,2025-02-06,2.11,Improvement,Medium,Admin,U10
11672,Walk particularly affect century behavior.,2025-06-14,2025-06-22,5.75,Feature,Medium,Admin,U06
11673,Red real could lose who.,2025-06-04,2025-06-07,2.54,Feature,Medium,Support,U04
11674,Listen manager collection up girl another.,2025-05-23,2025-05-25,1.49,Improvement,Low,Research,U08
11675,Expert attorney respond who former friend ability.,2025-04-03,2025-04-05,5.5,Feature,Low,Admin,U10
11676,Dark until open keep from church rich work.,2025-05-09,2025-05-11,6.62,Improvement,Medium,Support,U10
11677,Marriage leader focus training voice whom class.,2025-05-14,2025-05-19,5.72,Feature,Low,Support,U08
11678,Onto involve person tell generation wish cultural enter.,2025-01-13,2025-01-21,1.46,Improvement,High,Technical,U01
11679,Option end different kid organization.,2025-04-20,2025-04-26,7.3,Improvement,High,Support,U04
11680,Stand discuss next citizen.,2025-05-13,2025-05-18,4.09,Improvement,High,Technical,U06
11681,Fine sort else develop.,2025-01-04,2025-01-11,6.16,Improvement,Low,Support,U04
11682,Through magazine result brother do size.,2025-01-08,2025-01-13,5.57,Feature,Medium,Admin,U08
11683,Catch task market right.,2025-01-23,2025-01-27,8.99,Improvement,High,Admin,U07
11684,Deal on guess alone particularly.,2025-01-27,2025-01-31,1.63,Bug,Medium,Research,U01
11685,News necessary according interview night.,2025-03-31,2025-04-09,6.6,Bug,Low,Research,U08
11686,Home pass but could seven.,2025-05-31,2025-06-09,9.19,Bug,Medium,Support,U04
11687,Able near city present organization approach wonder.,2025-05-03,2025-05-13,2.05,Improvement,Low,Admin,U05
11688,Year entire sport you shake.,2025-04-15,2025-04-19,6.57,Improvement,Low,Admin,U09
11689,Of determine reduce industry check represent.,2025-03-25,2025-03-27,5.61,Feature,Low,Admin,U09
11690,Population develop dark pick forget cell tough.,2025-04-11,2025-04-21,2.75,Improvement,High,Admin,U01
11691,To gas especially fall others site.,2025-05-30,2025-05-31,1.58,Bug,High,Support,U07
11692,Several understand hear project.,2025-05-15,2025-05-18,5.04,Improvement,Low,Research,U05
11693,Project ready natural research room.,2025-03-18,2025-03-21,8.85,Improvement,Medium,Admin,U05
11694,Candidate compare get get so.,2025-01-18,2025-01-28,1.9,Improvement,Low,Support,U02
11695,Wish rule support find fish poor.,2025-03-26,2025-04-02,8.99,Improvement,Low,Admin,U09
11696,Run fear president yard.,2025-06-18,2025-06-27,3.26,Improvement,Low,Technical,U10
11697,Explain film least magazine happen create pass write.,2025-02-19,2025-02-23,7.55,Bug,Low,Research,U02
11698,When sort opportunity serve business development.,2025-05-17,2025-05-23,3.12,Feature,Low,Technical,U07
11699,Form mouth measure save compare.,2025-03-11,2025-03-21,6.21,Feature,High,Research,U10
11700,Toward through three test necessary person spring hard.,2025-05-04,2025-05-13,9.21,Improvement,High,Research,U01
11701,Green happy garden between both possible ok.,2025-06-14,2025-06-22,4.05,Bug,High,Research,U03
11702,Reality policy light season during explain issue describe.,2025-06-08,2025-06-10,8.1,Bug,High,Support,U10
11703,Task read better over picture door example.,2025-02-03,2025-02-10,1.74,Bug,Medium,Technical,U08
11704,Respond leader finally they magazine may.,2025-04-28,2025-05-01,8.77,Bug,Low,Technical,U03
11705,Development send bar big TV involve majority per.,2025-02-28,2025-03-02,1.28,Feature,Medium,Research,U08
11706,Notice least dinner kind know education authority.,2025-02-13,2025-02-19,3.73,Improvement,Low,Support,U01
11707,Whom within hair sea.,2025-05-30,2025-06-01,3.4,Improvement,High,Admin,U09
11708,Information single learn strong hot blood.,2025-01-31,2025-02-08,7.87,Feature,Low,Technical,U08
11709,Contain now deep shake here several machine.,2025-01-29,2025-02-04,7.39,Bug,High,Research,U02
11710,Learn before suffer far consider quickly mind account.,2025-03-25,2025-04-04,6.13,Improvement,High,Technical,U01
11711,Law man study draw name star.,2025-02-03,2025-02-05,8.35,Feature,High,Research,U01
11712,Deal fight town matter federal.,2025-05-02,2025-05-03,3.13,Bug,High,Research,U06
11713,World be view song.,2025-02-25,2025-03-03,1.02,Feature,Medium,Admin,U10
11714,Tend sell either face forward.,2025-03-13,2025-03-17,2.28,Feature,Medium,Admin,U05
11715,Action stuff exist focus black.,2025-05-11,2025-05-20,4.96,Bug,High,Admin,U07
11716,Table full point itself.,2025-03-21,2025-03-25,5.41,Bug,Medium,Support,U08
11717,Ten treat popular get music you simply eye.,2025-03-13,2025-03-22,1.33,Improvement,Low,Admin,U06
11718,Mention eat low economy continue myself course.,2025-06-02,2025-06-09,6.51,Feature,Medium,Admin,U05
11719,Occur while knowledge important effort.,2025-01-23,2025-01-29,6.27,Improvement,Low,Research,U09
11720,Activity network should movie your cut whose.,2025-01-04,2025-01-12,7.29,Feature,Medium,Admin,U01
11721,Can number trade garden memory.,2025-02-24,2025-02-26,3.97,Bug,Medium,Technical,U05
11722,Task tonight throw research add identify.,2025-04-05,2025-04-15,5.44,Bug,High,Support,U09
11723,Onto above still take.,2025-03-07,2025-03-10,6.8,Feature,Medium,Technical,U02
11724,Bad reflect tax body song top.,2025-02-08,2025-02-18,2.63,Bug,Medium,Support,U04
11725,By involve charge then cost yes.,2025-03-28,2025-04-06,7.82,Bug,Medium,Research,U10
11726,Beautiful page blue couple necessary.,2025-03-11,2025-03-12,2.66,Improvement,Low,Technical,U06
11727,Staff mention large oil have maintain growth.,2025-05-15,2025-05-16,8.73,Improvement,Low,Technical,U06
11728,Above whether three you.,2025-05-11,2025-05-20,2.11,Feature,Low,Technical,U06
11729,Writer low music police its television.,2025-04-27,2025-04-29,7.47,Feature,Low,Support,U10
11730,Yes sense woman.,2025-05-10,2025-05-17,4.22,Improvement,Medium,Technical,U03
11731,Government room do tax result address.,2025-01-27,2025-02-04,8.84,Bug,Low,Support,U09
11732,Majority still myself development.,2025-04-30,2025-05-02,8.94,Feature,Medium,Support,U04
11733,Owner claim through pay west answer try.,2025-04-12,2025-04-21,2.61,Improvement,Low,Research,U01
11734,Suffer able run organization write player.,2025-02-15,2025-02-23,5.85,Feature,Medium,Admin,U06
11735,Common probably woman above leg wide area wife.,2025-05-03,2025-05-12,6.94,Bug,High,Research,U01
11736,Positive subject suffer threat then event possible.,2025-05-27,2025-06-05,4.78,Bug,Medium,Technical,U06
11737,I simply truth.,2025-02-20,2025-03-01,6.83,Feature,Low,Support,U05
11738,Street federal growth ability.,2025-02-26,2025-03-06,5.79,Feature,Low,Support,U04
11739,Best plan theory student rest friend.,2025-04-09,2025-04-19,5.92,Improvement,Low,Research,U06
11740,Government surface low room stand cover move.,2025-01-03,2025-01-12,1.47,Bug,Medium,Research,U05
11741,State add audience throw stuff.,2025-03-22,2025-03-27,9.77,Improvement,High,Support,U07
11742,Sign create method day evening.,2025-06-14,2025-06-17,8.72,Improvement,Medium,Technical,U02
11743,Quality protect bit important result such race.,2025-05-15,2025-05-17,4.64,Bug,High,Admin,U06
11744,Place effort notice state answer central.,2025-03-21,2025-03-28,4.87,Improvement,Low,Technical,U04
11745,For often from five home.,2025-03-04,2025-03-13,4.09,Feature,Medium,Research,U04
11746,Particular trade identify.,2025-01-13,2025-01-16,7.23,Feature,High,Admin,U07
11747,Range stuff standard open several movie.,2025-05-11,2025-05-14,9.76,Improvement,High,Admin,U05
11748,Audience pressure focus value.,2025-03-07,2025-03-16,5.36,Improvement,Low,Support,U06
11749,Team in make live defense author.,2025-03-14,2025-03-19,5.52,Bug,Medium,Research,U01
11750,Himself specific care.,2025-03-20,2025-03-21,3.81,Bug,High,Support,U10
11751,Glass them political upon explain sea leg late.,2025-06-07,2025-06-08,3.35,Feature,Medium,Support,U09
11752,Film but form painting.,2025-02-19,2025-02-28,9.71,Feature,High,Support,U09
11753,Education color magazine alone participant admit hit.,2025-06-10,2025-06-11,8.52,Bug,Medium,Admin,U10
11754,Through remember father more camera.,2025-03-03,2025-03-07,9.07,Feature,Low,Technical,U09
11755,Through with become rest.,2025-02-04,2025-02-14,3.24,Improvement,High,Admin,U10
11756,Conference social way ok Democrat low gas season.,2025-04-20,2025-04-26,6.19,Bug,Medium,Support,U08
11757,Nature meet when energy process.,2025-04-22,2025-05-02,1.83,Improvement,Low,Admin,U10
11758,End wall production vote bank author.,2025-06-03,2025-06-05,7.2,Feature,Low,Technical,U06
11759,Reflect clearly street.,2025-02-16,2025-02-17,5.67,Bug,Medium,Support,U07
11760,If region age final if say his medical.,2025-04-27,2025-04-30,8.72,Feature,Low,Support,U02
11761,Office yeah parent attention under.,2025-05-02,2025-05-11,9.21,Improvement,Medium,Technical,U09
11762,Player miss risk mission.,2025-01-08,2025-01-12,4.39,Improvement,Low,Research,U04
11763,Year option so be.,2025-01-10,2025-01-13,5.28,Improvement,High,Support,U01
11764,Where control institution break us identify determine.,2025-04-30,2025-05-09,5.09,Bug,Low,Research,U10
11765,Here without your food fine.,2025-02-14,2025-02-22,6.95,Bug,Low,Research,U01
11766,Mention fast yard surface.,2025-02-18,2025-02-22,3.59,Improvement,High,Support,U01
11767,Discussion loss four each.,2025-01-31,2025-02-10,6.31,Improvement,High,Technical,U08
11768,Suggest guy former training paper man interesting.,2025-01-31,2025-02-06,9.91,Feature,Medium,Technical,U09
11769,Trouble product usually.,2025-05-16,2025-05-21,1.47,Improvement,High,Admin,U07
11770,Author officer them or focus interest.,2025-02-04,2025-02-11,4.3,Improvement,Medium,Technical,U06
11771,Give hard use data management life church.,2025-02-28,2025-03-01,5.32,Improvement,High,Technical,U08
11772,Money science nature.,2025-03-26,2025-04-03,8.22,Bug,Medium,Support,U03
11773,Leave although water behind church project still health.,2025-03-23,2025-03-28,9.67,Feature,High,Admin,U06
11774,Again cold vote hit learn line eight.,2025-03-28,2025-04-02,6.87,Improvement,Medium,Support,U04
11775,International administration evidence agent front begin inside.,2025-03-24,2025-03-30,2.91,Feature,Low,Technical,U09
11776,Everybody least great compare bill hard.,2025-01-13,2025-01-21,5.15,Bug,Low,Admin,U09
11777,Nearly tree black material instead pull year.,2025-02-27,2025-03-09,5.79,Improvement,Medium,Research,U01
11778,Listen environment society.,2025-03-04,2025-03-08,8.09,Feature,High,Admin,U09
11779,Within so ago per seem TV.,2025-04-06,2025-04-11,9.26,Bug,Low,Support,U06
11780,Though society but matter.,2025-04-08,2025-04-18,2.35,Feature,Medium,Admin,U04
11781,Upon community bill popular raise area as machine.,2025-06-04,2025-06-07,1.11,Improvement,Low,Research,U01
11782,Single chair environmental fact act they.,2025-01-13,2025-01-20,1.51,Feature,High,Admin,U08
11783,System drive air give foreign six.,2025-05-24,2025-06-03,9.09,Bug,Medium,Technical,U08
11784,Break blood carry allow reality time adult.,2025-05-02,2025-05-09,4.41,Improvement,Low,Technical,U01
11785,Take social a black life.,2025-06-05,2025-06-12,9.0,Bug,High,Admin,U08
11786,Movement until owner.,2025-02-13,2025-02-16,6.31,Bug,Low,Admin,U04
11787,Perhaps walk kind catch.,2025-06-12,2025-06-19,3.74,Improvement,Low,Admin,U02
11788,Food pull where enjoy of detail ability.,2025-03-14,2025-03-22,2.3,Feature,High,Research,U09
11789,Local inside place network mention education.,2025-03-09,2025-03-19,2.86,Improvement,High,Research,U06
11790,Produce give majority model ready eight.,2025-06-16,2025-06-17,9.91,Improvement,Medium,Research,U04
11791,Military agreement pressure morning bed food.,2025-01-08,2025-01-16,1.82,Improvement,Low,Admin,U08
11792,This consumer home expert recent how season.,2025-06-10,2025-06-11,3.8,Improvement,Medium,Research,U05
11793,Report raise kitchen.,2025-01-19,2025-01-21,4.42,Feature,Low,Admin,U10
11794,However dinner power church happy my example.,2025-01-19,2025-01-23,4.89,Feature,High,Admin,U10
11795,Build summer race former.,2025-04-02,2025-04-08,8.74,Improvement,High,Technical,U06
11796,Table matter picture exactly exist officer.,2025-05-24,2025-05-27,3.47,Feature,High,Support,U08
11797,Man traditional another little price.,2025-04-30,2025-05-03,9.75,Feature,High,Support,U06
11798,Most environmental cover late fast them respond.,2025-03-20,2025-03-24,1.48,Bug,High,Technical,U02
11799,Throughout thousand conference pretty reduce place good.,2025-03-09,2025-03-18,9.1,Bug,Low,Support,U09
11800,Section campaign read report approach police.,2025-05-24,2025-05-25,6.99,Feature,Medium,Technical,U05
11801,Say although tough general police consider where.,2025-05-12,2025-05-16,5.25,Bug,Medium,Support,U05
11802,Property author forward capital back sea.,2025-04-09,2025-04-15,7.41,Bug,High,Technical,U04
11803,Interesting I close loss development whatever address song.,2025-03-06,2025-03-08,4.64,Bug,Low,Research,U09
11804,Industry these guess position.,2025-04-25,2025-04-28,4.92,Improvement,Low,Admin,U02
11805,Itself avoid herself real.,2025-06-09,2025-06-11,8.8,Bug,Low,Technical,U05
11806,Organization price such car green worker.,2025-01-14,2025-01-17,3.32,Bug,Low,Research,U04
11807,Follow speech mission organization product never.,2025-02-17,2025-02-20,1.2,Improvement,High,Technical,U10
11808,About air today position candidate weight.,2025-02-03,2025-02-05,1.29,Improvement,Medium,Technical,U08
11809,Color claim million also final me here security.,2025-06-10,2025-06-18,4.26,Bug,High,Technical,U03
11810,Meet Mr anything bed others vote.,2025-03-18,2025-03-23,2.2,Feature,High,Technical,U03
11811,Worry especially character between.,2025-04-11,2025-04-16,6.63,Bug,Low,Technical,U04
11812,Listen rule law when vote here Congress.,2025-04-19,2025-04-22,6.41,Improvement,Medium,Technical,U06
11813,Fact whom stand down eye.,2025-04-15,2025-04-23,9.05,Improvement,Medium,Research,U02
11814,Possible explain population enter half view.,2025-01-16,2025-01-20,4.85,Feature,Low,Support,U01
11815,Two reveal hard.,2025-06-06,2025-06-09,8.32,Feature,High,Support,U03
11816,Air outside official majority seat organization likely.,2025-03-21,2025-03-31,4.27,Bug,Low,Research,U01
11817,Budget here close beautiful where environmental.,2025-03-18,2025-03-28,1.64,Feature,High,Technical,U02
11818,Generation professor player analysis senior so themselves front.,2025-05-25,2025-06-04,7.36,Improvement,High,Support,U04
11819,Establish head machine finish leg figure.,2025-02-20,2025-02-22,8.71,Bug,Low,Research,U04
11820,Piece foot stand challenge son floor.,2025-01-28,2025-02-01,3.57,Bug,Medium,Support,U10
11821,Purpose subject agree prevent increase.,2025-03-19,2025-03-22,6.49,Feature,High,Research,U01
11822,East design role.,2025-02-21,2025-03-01,1.6,Bug,Low,Research,U02
11823,Husband ago almost hope leg.,2025-06-11,2025-06-20,7.23,Bug,High,Technical,U01
11824,Whole summer against cut avoid investment low machine.,2025-02-04,2025-02-07,1.85,Feature,Medium,Technical,U08
11825,Yet education up brother.,2025-01-04,2025-01-14,1.52,Improvement,High,Research,U08
11826,Country market collection.,2025-05-05,2025-05-15,7.37,Feature,Medium,Research,U07
11827,Central by degree soldier cold short.,2025-01-05,2025-01-08,7.67,Feature,Medium,Technical,U04
11828,Movie black light life enjoy.,2025-02-16,2025-02-24,5.57,Feature,Medium,Admin,U03
11829,Require also amount better still.,2025-06-15,2025-06-20,1.19,Improvement,High,Support,U08
11830,Threat city toward central inside take carry.,2025-04-23,2025-04-29,2.28,Bug,Low,Admin,U08
11831,Turn than enjoy easy.,2025-02-28,2025-03-02,6.85,Feature,High,Research,U05
11832,Our nothing prepare resource administration ready.,2025-06-01,2025-06-05,9.85,Bug,Low,Admin,U06
11833,Wrong turn only employee song.,2025-02-15,2025-02-18,6.1,Improvement,Medium,Research,U08
11834,Available agreement to life quickly.,2025-01-01,2025-01-09,7.23,Feature,Low,Support,U02
11835,On clearly whether management reason agree trouble.,2025-01-15,2025-01-25,1.2,Feature,Low,Support,U06
11836,Candidate democratic scene watch resource compare.,2025-03-24,2025-03-27,5.11,Bug,High,Technical,U01
11837,He usually friend blue me simple.,2025-04-26,2025-04-29,7.4,Bug,Low,Technical,U04
11838,Surface vote white red thus body.,2025-04-26,2025-05-01,8.04,Improvement,Medium,Technical,U04
11839,Know daughter make.,2025-03-19,2025-03-20,8.51,Bug,Medium,Support,U07
11840,Four turn only condition lay this benefit major.,2025-02-27,2025-02-28,4.87,Improvement,Medium,Support,U10
11841,Form fire activity beat poor.,2025-03-29,2025-04-04,2.26,Feature,High,Research,U09
11842,Early agree those poor.,2025-05-07,2025-05-16,6.18,Bug,High,Research,U05
11843,Oil manager likely almost.,2025-02-16,2025-02-26,8.01,Improvement,Medium,Research,U03
11844,Between require score west interesting.,2025-06-03,2025-06-13,4.29,Bug,High,Support,U04
11845,Dog late significant.,2025-02-10,2025-02-16,1.78,Improvement,Medium,Technical,U01
11846,Money source break forward low.,2025-06-02,2025-06-08,8.52,Bug,Medium,Support,U08
11847,Myself business half couple.,2025-05-09,2025-05-12,8.03,Bug,Low,Research,U02
11848,Just country east clearly deep method among.,2025-04-13,2025-04-20,3.1,Bug,Low,Technical,U07
11849,Threat owner including company lead.,2025-01-30,2025-01-31,9.13,Improvement,Low,Support,U02
11850,Compare behind not close professor ball place.,2025-01-23,2025-01-25,5.93,Improvement,Low,Support,U03
11851,Poor remember maybe campaign happen current tend.,2025-06-14,2025-06-21,2.87,Improvement,High,Research,U08
11852,Increase power behavior expert knowledge ability who.,2025-04-12,2025-04-18,7.78,Feature,Low,Admin,U02
11853,Special science follow mention reality.,2025-04-15,2025-04-24,4.06,Bug,High,Admin,U05
11854,Ask scene worry card plan.,2025-05-22,2025-05-24,1.79,Feature,Low,Support,U06
11855,The language character benefit.,2025-03-19,2025-03-28,5.36,Improvement,Low,Support,U06
11856,Trial late return we less.,2025-02-09,2025-02-14,1.73,Bug,Low,Research,U02
11857,Court hot side certainly.,2025-04-12,2025-04-13,6.69,Feature,Medium,Support,U02
11858,Fill if both partner rule themselves hundred.,2025-03-19,2025-03-22,2.02,Feature,Medium,Admin,U02
11859,Front late not represent animal.,2025-05-19,2025-05-24,6.27,Bug,High,Support,U01
11860,Toward lay past.,2025-04-14,2025-04-17,9.84,Feature,Medium,Research,U06
11861,Ground resource remain significant live option.,2025-01-03,2025-01-09,1.77,Improvement,High,Support,U06
11862,Top everyone choose cut pass.,2025-01-23,2025-01-29,4.71,Bug,Low,Research,U09
11863,Relate radio bad water son American.,2025-02-16,2025-02-26,2.49,Bug,Medium,Support,U01
11864,Step over join.,2025-03-01,2025-03-02,3.29,Bug,Low,Admin,U04
11865,None American middle wife join I.,2025-03-11,2025-03-12,6.84,Bug,High,Support,U07
11866,Certain already just.,2025-03-02,2025-03-08,9.57,Bug,Medium,Research,U10
11867,Direction scientist nature science indeed.,2025-03-19,2025-03-26,3.34,Bug,Medium,Technical,U07
11868,Level write green better one.,2025-03-26,2025-04-02,4.4,Feature,Medium,Research,U08
11869,Else situation doctor down.,2025-01-10,2025-01-16,9.05,Bug,Low,Admin,U05
11870,Right north ago benefit degree cell return.,2025-01-26,2025-02-04,5.98,Improvement,Low,Research,U04
11871,Travel law discussion might environmental.,2025-03-04,2025-03-08,3.46,Feature,Medium,Support,U03
11872,Land your specific development series fear.,2025-01-23,2025-01-26,6.99,Feature,Low,Support,U05
11873,Amount work nice hard bit my.,2025-02-12,2025-02-18,7.66,Bug,Low,Admin,U06
11874,President staff idea scene power.,2025-04-26,2025-04-28,9.31,Feature,High,Technical,U05
11875,Trouble detail shoulder message either election hair know.,2025-06-05,2025-06-13,6.07,Improvement,Low,Support,U07
11876,Way sound believe argue.,2025-03-21,2025-03-30,3.05,Feature,Medium,Technical,U03
11877,Record officer tell of lose edge discussion.,2025-05-17,2025-05-27,4.26,Improvement,Medium,Admin,U09
11878,Up anything staff future majority.,2025-06-08,2025-06-18,4.56,Improvement,Medium,Support,U02
11879,Heavy piece final end and.,2025-05-05,2025-05-09,6.35,Bug,High,Support,U10
